      263	2021-04-26 06:16:08	1	4	1	0
      296	2021-04-26 06:16:12	1	4	1	0
      273	2021-04-26 06:17:50	1	4	1	0
       81	2021-04-26 07:43:13	1	4	1	0
      116	2021-04-26 07:47:57	1	4	1	0
      116	2021-04-26 07:48:09	1	4	1	0
       18	2021-04-26 07:52:48	1	4	1	0
       15	2021-04-26 07:54:28	1	4	1	0
       39	2021-04-26 08:02:04	1	4	1	0
      150	2021-04-26 08:08:44	1	4	1	0
      198	2021-04-26 08:13:44	1	4	1	0
      174	2021-04-26 08:20:08	1	4	1	0
      174	2021-04-26 08:20:10	1	4	1	0
       68	2021-04-26 08:20:47	1	4	1	0
      405	2021-04-26 08:25:27	1	4	1	0
      234	2021-04-26 08:30:53	1	4	1	0
      360	2021-04-26 08:31:16	1	4	1	0
      206	2021-04-26 08:42:18	1	4	1	0
       40	2021-04-26 08:44:13	1	4	1	0
      261	2021-04-26 08:45:54	1	4	1	0
      209	2021-04-26 08:47:53	1	4	1	0
      397	2021-04-26 09:17:56	1	4	1	0
      248	2021-04-26 09:23:46	1	4	1	0
      296	2021-04-26 14:35:18	1	5	1	0
      399	2021-04-26 14:35:36	1	5	1	0
      385	2021-04-26 14:35:41	1	5	1	0
      385	2021-04-26 14:35:44	1	5	1	0
      277	2021-04-26 14:35:47	1	5	1	0
      383	2021-04-26 14:35:51	1	5	1	0
      418	2021-04-26 14:35:57	1	5	1	0
      362	2021-04-26 14:36:06	1	5	1	0
      255	2021-04-26 15:45:02	1	5	1	0
      255	2021-04-26 15:45:04	1	5	1	0
      384	2021-04-26 15:50:43	1	5	1	0
      384	2021-04-26 15:50:44	1	5	1	0
      256	2021-04-26 15:51:33	1	5	1	0
      256	2021-04-26 15:51:37	1	5	1	0
      273	2021-04-26 15:54:24	1	5	1	0
      397	2021-04-26 16:02:10	1	5	1	0
      234	2021-04-26 16:33:41	1	5	1	0
      350	2021-04-26 16:38:53	1	5	1	0
      405	2021-04-26 16:49:47	1	5	1	0
      359	2021-04-26 16:53:12	1	5	1	0
       18	2021-04-26 16:55:37	1	5	1	0
       17	2021-04-26 16:55:41	1	5	1	0
       16	2021-04-26 16:55:50	1	5	1	0
       15	2021-04-26 16:55:53	1	5	1	0
       81	2021-04-26 16:58:05	1	5	1	0
      360	2021-04-26 17:02:49	1	5	1	0
       39	2021-04-26 17:02:54	1	5	1	0
      261	2021-04-26 17:02:58	1	5	1	0
      206	2021-04-26 17:24:52	1	5	1	0
      305	2021-04-26 17:31:28	1	5	1	0
      358	2021-04-26 17:31:34	1	5	1	0
      150	2021-04-26 18:43:56	1	5	1	0
