      263	2021-05-05 06:06:54	1	4	1	0
      296	2021-05-05 06:06:59	1	4	1	0
       18	2021-05-05 07:35:00	1	4	1	0
       15	2021-05-05 07:47:44	1	4	1	0
       15	2021-05-05 07:47:45	1	4	1	0
       81	2021-05-05 07:53:36	1	4	1	0
       81	2021-05-05 07:53:38	1	4	1	0
      174	2021-05-05 08:07:30	1	4	1	0
      174	2021-05-05 08:07:31	1	4	1	0
       39	2021-05-05 08:15:17	1	4	1	0
       68	2021-05-05 08:25:34	1	4	1	0
      358	2021-05-05 08:30:13	1	4	1	0
      405	2021-05-05 08:34:24	1	4	1	0
      198	2021-05-05 08:40:02	1	4	1	0
      206	2021-05-05 08:42:23	1	4	1	0
       40	2021-05-05 08:48:24	1	4	1	0
      360	2021-05-05 08:54:05	1	4	1	0
      209	2021-05-05 08:54:30	1	4	1	0
      248	2021-05-05 09:20:29	1	4	1	0
      397	2021-05-05 09:29:03	1	4	1	0
      234	2021-05-05 10:22:01	1	4	1	0
      366	2021-05-05 10:26:30	1	4	1	0
      366	2021-05-05 10:26:32	1	4	1	0
      261	2021-05-05 10:29:24	1	4	1	0
      397	2021-05-05 11:47:46	1	4	1	0
      397	2021-05-05 13:04:52	1	4	1	0
      397	2021-05-05 13:18:27	1	4	1	0
      397	2021-05-05 13:21:31	1	4	1	0
      397	2021-05-05 13:23:31	1	4	1	0
      397	2021-05-05 13:26:03	1	4	1	0
      397	2021-05-05 13:26:43	1	5	1	0
      397	2021-05-05 13:28:29	1	5	1	0
      397	2021-05-05 13:28:35	1	4	1	0
      296	2021-05-05 14:33:37	1	5	1	0
      277	2021-05-05 14:33:56	1	5	1	0
      399	2021-05-05 14:34:00	1	5	1	0
      399	2021-05-05 14:34:03	1	5	1	0
      418	2021-05-05 14:34:08	1	5	1	0
      383	2021-05-05 14:34:12	1	5	1	0
      362	2021-05-05 14:35:14	1	5	1	0
      273	2021-05-05 15:41:24	1	5	1	0
      202	2021-05-05 16:10:08	1	5	1	0
      202	2021-05-05 16:10:12	1	5	1	0
       68	2021-05-05 16:44:28	1	5	1	0
      359	2021-05-05 16:48:20	1	5	1	0
      395	2021-05-05 16:48:31	1	5	1	0
      397	2021-05-05 16:50:39	1	5	1	0
       18	2021-05-05 16:51:00	1	5	1	0
       15	2021-05-05 16:51:03	1	5	1	0
       17	2021-05-05 16:52:38	1	5	1	0
       19	2021-05-05 17:00:35	1	5	3	0
       16	2021-05-05 17:00:41	1	5	1	0
      384	2021-05-05 18:14:20	1	5	1	0
      384	2021-05-05 18:14:21	1	5	1	0
      256	2021-05-05 18:14:35	1	5	1	0
      256	2021-05-05 18:14:37	1	5	1	0
      305	2021-05-05 18:26:44	1	5	1	0
      358	2021-05-05 18:27:00	1	5	1	0
      234	2021-05-05 18:27:41	1	5	1	0
      405	2021-05-05 18:40:52	1	5	1	0
       39	2021-05-05 18:40:55	1	5	1	0
      350	2021-05-05 18:45:04	1	5	1	0
      360	2021-05-05 19:03:00	1	5	1	0
      206	2021-05-05 19:04:33	1	5	1	0
      198	2021-05-05 19:06:09	1	5	1	0
